v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",,,
ham,Lmao. Take a pic and send it to me.,,,
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,
ham,have you ever had one foot before?,,,
ham,Convey my regards to him,,,
ham,Dear where you. Call me,,,
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
ham,"Alright, we're all set here, text the man",,,
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,,,
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",,,
ham,i dnt wnt to tlk wid u,,,
ham,R u over scratching it?,,,
ham,A guy who gets used but is too dumb to realize it.,,,
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,,,
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",,,
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,,,
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,,,
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,
ham,Lara said she can loan me  &lt;#&gt; .,,,
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",,,
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,,,
ham,He is world famamus....,,,
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,,,
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,,,
ham,You want to go? ,,,
ham,Please tell me not all of my car keys are in your purse,,,
ham,Really? I crashed out cuddled on my sofa.,,,
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,,,
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",,,
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",,,
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,,,
ham,ÌÏ give me some time to walk there.,,,
ham,Depends on where u going lor.,,,
ham,"Since when, which side, any fever, any vomitin.",,,
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,,,
ham,Have a good evening! Ttyl,,,
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",,,
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",,,
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,,,
ham,Today my system sh get ready.all is well and i am also in the deep well,,,
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",,,
ham,Uhhhhrmm isnt having tb test bad when youre sick,,,
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,
ham,"sure, but make sure he knows we ain't smokin yet",,,
ham,S.i'm watching it in live..,,,
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,
ham,Thats cool princess! I will cover your face in hot sticky cum :),,,
ham,You are a big chic. Common. Declare,,,
ham,What's your room number again? Wanna make sure I'm knocking on the right door,,,
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,,,
ham,I WILL CAL YOU SIR. In meeting,,,
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,,,
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,,,
ham,Whats the staff name who is taking class for us?,,,
ham,IM GONNA MISS U SO MUCH,,,
ham,Are you staying in town ?,,,
ham,"Haha yeah I see that now, be there in a sec",,,
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,,,
ham,Hi where you. You in home or calicut?,,,
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,,,
ham,S da..al r above  &lt;#&gt;,,,
ham,Please tell me you have some of that special stock you were talking about,,,
ham,Aight well keep me informed,,,
ham,Oh k k:)but he is not a big hitter.anyway good,,,
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",,,
ham,Watching tv now. I got new job :),,,
ham,Already one guy loving you:-.,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",,,
ham,U don't remember that old commercial?,,,
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",,,
ham,You also didnt get na hi hi hi hi hi,,,
ham,I borrow ur bag ok.,,,
ham,Excellent! Wish we were together right now!,,,
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,,,
ham,The bus leaves at  &lt;#&gt; ,,,
ham,Anything lar...,,,
ham,Then any special there?,,,
ham,Good Morning my Dear........... Have a great &amp; successful day.,,,
ham,Wish i were with you now!,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",,,
ham,"Sorry, I'll call later",,,
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,,,
ham,"I'll see, but prolly yeah",,,
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,,,
ham,When u wana see it then,,,
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,
ham,I sent lanre fakeye's Eckankar details to the mail box,,,
ham,Anything lor... U decide...,,,
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",,,
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",,,
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,,,
ham,Why de. You looking good only:-)..,,,
ham,Sorry da thangam.it's my mistake.,,,
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",,,
ham,I called and said all to him:)then he have to choose this future.,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,
ham,Your bill at 3 is å£33.65 so thats not bad!,,,
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",,,
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",,,
ham,Hahaha..use your brain dear,,,
ham,Are you angry with me. What happen dear,,,
ham,Hi' Test on  &lt;#&gt; rd ....,,,
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,,,
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,,,
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,,,
ham,Huh so late... Fr dinner?,,,
ham,You still around? I could use a half-8th,,,
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",,,
ham,I am on the way to ur home,,,
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",,,
ham,Please attend the phone:),,,
ham,Didn't you get hep b immunisation in nigeria.,,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",,,
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.",,,
ham,There is a first time for everything :),,,
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,,,
ham,Got it..mail panren paru..,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,How are you. Its been ages. How's abj,,,
ham,"Sorry, I'll call later",,,
ham,Finally the match heading towards draw as your prediction.,,,
ham,Huh? 6 also cannot? Then only how many mistakes?,,,
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,,,
ham,"Aight, call me once you're close",,,
ham,Yes. Last  practice,,,
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"," PO Box 1146 MK45 2WT (2/3)""",,
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,,,
ham,Ew are you one of them?,,,
ham,Wishing you a wonderful week.,,,
ham,Uncle Abbey! Happy New Year. Abiola,,,
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,,,
ham,Should I be stalking u?,,,
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",,,
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",,,
ham,How are you enjoying this semester? Take care brother.,,,
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",,,
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,
ham,Buy one egg for me da..please:),,,
ham,Hope you are having a good week. Just checking in,,,
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",,,
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,,,
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,,,
ham,Ok no prob...,,,
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",,,
ham,Hi:)cts employee how are you?,,,
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",,,
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,,,
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",,,
